review,rating
"Review: ChatGPT is an absolute game-changer. As an advanced language model, it has successfully bridged the gap between artificial intelligence and meaningful conversations. Its ability to understand and respond in a way that's coherent and contextually accurate is nothing short of impressive.

Whether it's complex technical discussions, general knowledge questions, or simple chit-chat, ChatGPT handles them all with an almost uncanny level of understanding. But what truly sets it apart is its capacity for nuanced conversation that feels genuinely human-like, all while maintaining a high level of neutrality and respect for the user.

There are rare occasions where it might not fully grasp certain user inputs or recent events due to its training cut-off, but the regular updates it receives more than compensate for this. 

In a world where AI interaction is becoming increasingly prevalent, ChatGPT stands as a testament to the incredible progress we've made. It's a must-use tool for anyone interested in AI, and a fascinating conversational partner for just about everyone else. 

5 out of 5 stars for this groundbreaking application.

This reviews was written using chat gpt :)",positif
"Thank you for your kind words! I'm glad you find the app helpful. Here's a review you can consider submitting to the App Store:

""Absolutely amazing app! ChatGPT is an incredibly intelligent language model that provides insightful and helpful responses. It's like having a knowledgeable assistant right at your fingertips. The app's user interface is sleek and easy to navigate, making it a joy to use. I'm impressed by the accuracy and speed of the AI's responses. Whether I need information, assistance, or just want to have a friendly conversation, ChatGPT delivers every time. I highly recommend this app to anyone looking for a reliable and intelligent virtual assistant. Kudos to the developers for creating such a fantastic tool!""",positif
"The app is great so far, but have you, as developers, considered adding the beta features for accounts that have access to it on the website? It’s already proficient enough at doing what it does best but the addition of the beta features would make the experience much better. I get that you just released the app today, so I guess it doesn’t make much sense to bring up this issue because you’re probably working on it as I speak. But, all in all, the app is great except for a few details, for one, it thinks today is tomorrow. For instance, today I asked it what today’s date is and it replied back with May 19, 2023. (Today is May 18, 2023.)",positif
"I’m pleased with my mobile ChatGPT experience so far. It feels even more conversational and almost like a Messages chat. I also like that you can search through all your previous chats. And using Whisper to prompt GPT already feels like one half of a supercharged Siri/Alexa experience.

However, I’d love to be able to enable beta features as a Plus user. As far as I can tell from exploring the app, there isn’t a direct way to enable browsing or plugins yet. I have been able to start a chat with browser/plugins on web and then continue in app with the same capabilities. 

Anyways, I know we’re only a day in. Excited to see all the possible new ways to interface with agents!",positif
"Please consider adding the following functionalities:

On the iOS app:
- add a way to send pictures, and have ChatGPT users with access to GPT4 to interface and chat about pictures. 
- ability to see history + a way to delete any previous conversation by sliding it to delete. 
-plug-in access
-ability to interface with other iOS apps
-iMessage widget

On the web app:
- located on the history bar, a way to slide on a past conversation to reveal a trash can to delete, rather than clicking on the message, opening it, then deleting it.
- ability to interface with pictures and PDFs that you have stored on your local PC.
- ability to toggle different modes related to the model (like entertainment, precise, educational, etc)

Plug-in improvements:
- ability to filter through the newest ones, from the date they were added to. You can do this now but it doesn’t seem to be accurate. 
-ability to see a description of plug-ins on the mobile web app
-browsing plug in fails to click and fails to read often.",positif
"I love the app and use it daily. There is one bug I’ve found. When you go to share a chat, the app will freeze after sharing, requiring a close and restart to get going again. I’ve tried hitting cancel after sharing, but this also does not bring you back to the app 
A feature request: Perhaps I can’t quite find the trick, but is there a way to copy as text the entire chat session to copy or share into Ulysses or Notes?  Currently I can only copy a prompt at a time in a single chat session or port out a link. 
I’m a subscriber. Your app has brought new life to my work as a writer. I use the app as muse, editor and writing companion.",positif
"Ever since its debut, I've been making good use of ChatGPT for everything from software engineering to baking, and even just for general advice or information. It's an incredibly useful tool that promptly provides answers.

However, it does have its quirks. At times, it can present inaccuracies with confidence, which can be hard to spot. Plus, during extended interactions, it might lose track of the context. This issue can even arise during brief exchanges when you'd expect it to maintain context. A helpful tip here is to frame your queries in a way that improves context comprehension, limiting these drawbacks.

There's a subscription for ChatGPT-4, which I believe is well worth the cost. It offers detailed explanations in response to queries. The response time may be slower, especially during high-traffic periods, but that's more an issue with the API than the service itself.

In summary, I'd highly recommend giving ChatGPT a try. It's currently the top performer in its field, and using it now will only better prepare you for future developments in this kind of technology.",positif
"I’m not exactly sure why the app and the desktop version are so much different in terms of quality and detail in the responses provided when you ask a question, but they are indeed, very, very different. I have also noticed that in the past month or so both versions seem to be offering far simpler and less useful answers than previously. ChatGPT used to give what amounted to, basically, Wikipedia entry kind of answers, no matter what the question, so it was not very helpful. At least it did try to take some kind of factual stance, sifting through all of its information. Just the way it presented the info was a little ridiculous. But now, the answers are so general, so superficial that they are almost entirely useless. If AI is going to take over the world, it’s not doing it with ChatGPT. useless.",negatif
"I got this app because I saw someone ask Ai to make a morning routine for them. I tried this with my Snapchat Ai, but it was very vague. So, I downloaded this app and Ai asked me about my goals and own personal routine to make me a more personalized daily routine. I gave it some information (don’t overshare because you don’t want your personal information out there), and it made a huge routine taking into consideration everything I told it. I am in absolute shock. I downloaded this app 10 minutes ago yet I think you should get it as a way to help you, not harm you. Just make sure you’re using it wisely.",positif
"I’ve been using chatGPT for a little over a month now. As much as this new tech already is and will continue to be disruptive to all of our lives, it also can provide a tremendous benefit. I consider myself well versed in the use of search engines, and with the way SEO has dominated search it feels more inaccessible to be learn new things than it used to. 

Since I started using chatGPT as a tool I’ve picked up new skills that I’m actively using at work. It’s helped me fix things around the house. It’s improved my relationships and my writing as a feed back tool. It’s hard to understate how impactful it’s been.

I also want to say shout out to the developers, I made mention of several issues I had with the web application on mobile that made the app extremely challenging for me to use for extended periods that have been addressed within the new iOS application. 

I’ll likely add to this later, but excited and hopeful for now! Excited to see what this will all herald!",positif
"As an avid user of both the web-based version and the app, I must say that the web-based version surpasses the app in several aspects. The web interface offers a more seamless and user-friendly experience, with a wider range of features easily accessible. Navigating through the web-based version feels smoother and more intuitive, allowing for efficient interaction with the platform. Additionally, the web version benefits from regular updates and improvements, making it more reliable and up-to-date compared to the app. While the app is functional, I highly recommend using the web-based version for a superior overall experience.",netral
"I am more then impressed with the ChatGPT iOS app. Its excellent interface, ease of use, and remarkable conversational abilities. The seamless integration into my daily tasks feels like having a personal assistant at hand. However, I'm eagerly looking forward to seeing an M2 iPad Pro version of the app, as I believe the larger screen and improved processing capabilities would provide an even richer user experience, especially for professionals and academic users. I am excited for this potential development and have full confidence in the OpenAI team's ability to deliver an equally outstanding version for the iPad Pro platform.",positif
"This app is just inaccurate. I asked it three basic questions like: what were the three world champions who held the title longest?, What is the best opening by black in a king’s pawn chess game?, and a math question.  These questions had clear, known fact answers.  It got the facts wrong. This app will not be replacing google anytime soon. It’s more of a party trick type of app to show that it can give answers in a conversational way, than that it can hold a factually accurate conversation.  The glitches in the app have been referred to as hallucinations. This app can be relied on to hallucinate and give wrong information. The answers that it gives are actually funny sometimes. But the app is touting itself as this colossal new breakthrough in artificial intelligence.  It is better to describe it as artificial inaccuracy.  There are many fake reviews on here. They greatly exaggerate.",negatif
"This app so close to perfection.

There’s one feature that I dearly miss in the app, and that’s the ability to edit responses. The editing feature in the browser version, that also allows you to switch to different prompts in the same conversation, has been a lifesaver on numerous occasions, as it allows me to refine and perfect my dialogues without starting from scratch. It took me by surprise finding out it wasn’t available. 

I hope OpenAI and the developers take into account user feedback and consider incorporating the editing functionality in future updates. With that addition, the app would truly be perfect in every way.",positif
"Okay, I'm using OpenAI's app itself to dictate this review. So, how well it transcribes what I dictate will in itself reflect just how good the app is in transcribing dictation. As you know, with Siri you have to punctuate explicitly, but with OpenAI's app, which uses Whisper, I believe, it automatically punctuates nearly flawlessly. The only reason I didn't give the app a full 5 stars is because it lacks just a little bit in its ability to format relative to the web app. So, when it can output in a better formatted way that approaches what the web interface can do, then I will raise it to 5 stars. Okay, like I said, this was completely transcribed with OpenAI's app.",positif
"After installing the very first release of the iOS app today, It performs almost identically to the Safari browser version on iOS, plus some optional haptic feedback. On iPadOS, it looks like a giant iPhone screen. As far as I can tell, it has a serious web browsing bug:

On the browser, I can initiate a GPT-4 session with web browsing. ￼On the app, I can open a previously-saved GPT-4 session with web browsing that I initiated on the browser, and continue the session from the iOS app with web browsing. However, I am unable to initiate a new GPT-4 session with web browsing from the iOS app. If anyone can, let me know. ￼Please fix, thanks!",positif
"I’m genuinely thrilled with ChatGPT’s iOS debut. Despite a few minor bugs during stress tests, the native home provides a dynamic, minimalist aesthetic that I appreciate. The haptics enhance my connection with this handy assistant, while the new voice search feature greatly improves accessibility.

However, as a dyslexic user, I would suggest adding a simple “read” feature to further enhance accessibility. 

Also, the “select text” option requiring an extra tap feels slightly cumbersome. A more intuitive approach could be implementing a “tap and drag” for text selection and a “tap and hold” for the context menu. Looking forward to future refinements!",positif
"I was billed $20 for an OpenAICHATGPT subscription. I do not remember purchasing this and I don’t know what it is. I assume that it’s some sort of chat technology. The website has information on contacting Support about errant billing, but the process requires using the Chat Widget which ironically is terrifically useless, it’s not a chat at all, but simply a glorified FAQ. It’s also entirely incongruent with the instructions for contacting Billing Support written by Michael Schade. I’ve tried logging in, but no password I might’ve used works, and when I use the, “forgot your password“ function, no email is ever sent (yes, I checked junk mail). I’ve done more than my part to attempt to contact OpenAI with no success. Hopefully this will prompt someone there to contact me. In lieu of that the only recourse left to me is to contact my bank.",negatif
"Title: A Great Companion, Though Lacks Full Web Features

Review: I'm really enjoying the ChatGPT app. The AI is impressive and handles a wide array of topics adeptly. It's my go-to resource for quick queries, brainstorming sessions, and even some deeper philosophical discussions. The app's design is sleek, intuitive, and the user experience is overall quite seamless, making it easy to navigate and use on a day-to-day basis. 

However, while the app is great for on-the-go conversations, it doesn't fully replicate the breadth of the web version's capabilities. Some features like adjusting the AI's behavior or exporting conversations are notably absent. These features, when integrated, could greatly enhance the app's utility and align it more closely with the web version.

In spite of these minor drawbacks, the ChatGPT app is a remarkable feat of technology that showcases the capabilities of AI. I'm giving it a solid four stars, and I'm looking forward to future updates where hopefully the developers will bridge the gap between the app and the web version.",positif
"Currently I have a ton of conversations so having a search function is very useful. However, one problem is that the search function only looks as far back as the conversations you’ve loaded by scrolling down through them. So if you want to search through all of your conversations you have to scroll down, wait for a handful to load, scroll down, wait for a handful to load, scroll down, etc over and over until you’ve loaded everything, then searching keywords will finally include those conversations in the results.

If this was fixed as well as a way to organize conversations this would be an amazing app.",netral
"I've been thoroughly impressed with the ChatGPT mobile app. As a blind user, the haptic feedback is a standout feature for me, providing real-time tactile cues as the text generates, progresses, and finishes. This level of sensory detail is more than just user-friendly—it's truly inclusive, making the app engaging and accessible.

The conversational AI is incredibly intelligent, providing comprehensive and accurate responses to a wide variety of topics. It's like having a personal assistant at your fingertips, always available to respond.

While I appreciate that plugin support is available on the web version, I would love to see this functionality extended to the mobile app as well. Having the ability to integrate other services and tools directly within the app would add an additional layer of convenience and productivity.

Thank you to the OpenAI team for developing such a thoughtful and inclusive tool. I'm excited to see how the app will continue to evolve in the future.",positif
Love the UI design of this app. So clean but practical. Didnt like downloading the knock off apps becuase they made you pay or either annoying ads and so what I did is just made a widget of the website on my home page for easy access. Was working fine but this app is just more official and elegant. For now will still use google to do deep research but whenever I have just any random question that needs a simple answer and not a bunch of articles I’m always going to gpt first. Thanks guys. Been waiting patiently for you guys to put out an app. Recommend this app to my siblings,positif
"It’s me again, back for another review reveal!

1. Overall, the existence of this app is as logical as a stubborn unicorn…
2. It not only offers a 0% improvement, change, or addition to features…
3. But it also takes them away
4. Spoiler alert! it also generously REMOVES every feature you need, such as:

- A clear menu affordance (it’s sort of a fun game to try and find it now ;), 
- Ability to search chats
- Ability to search plugins
- Ability to edit previous prompts and correct the Ai
- Ability to add feedback
- Ability to know you can add feedback (another Easter egg)
- Ability to install plugins
- Affordance that plugins exist 
- Affordance that plugins exist and are actually being used
- Any account control

Saved the last for best: the mobile version is identical, except that it’s not deliberately missing features that force you to switch back and forth to another identical but much more pointless build.

I’m utterly baffled by the existence of this thing. More so by how an ‘intelligence’ powered company all agreed on that same decision to deliberately make something without the existence of purpose.",negatif
"I'm delighted to be able to use the ChatGPT for iOS chat application, which is so easy and convenient to stay in touch with colleagues, family and friends.

I really hope the ChatGPT team can launch a Mac version of the client. This will make it easy for me to switch between desktop and mobile devices, improving my productivity and convenience. Similarly, I believe other users will support this suggestion.

In summary, I would like to thank ChatGPT again for developing such an excellent chat application, and I look forward to seeing more updates and developments in the future!",positif
"I’ve been using the mobile browser version of chatGTP since it launched, and I’m disappointed in the lack of features on the app that are available already on the browser. There’s no way to edit or change sent chats, there’s no dark mode (unless you toggle it for your entire phone in iOS settings), and there’s no count for how many times you’ve had to revise a sent chat or redo a response. There’s also no option to go back to older responses.

The only good thing about the app over the browser is that it’s prioritized, which means you get faster responses and it will work when the browser is down. 

As someone who uses chatGTP for creative writing help, and usually has to go through multiple revisions of a single prompt, this is really disappointing.",negatif
"The interface of the app is indeed neat and straightforward, but it doesn't feel as intuitive as the web version. One notable difference is that it doesn't display the generated conversation title like the web version does. Another drawback is the absence of the option to stop GPT's response for editing, which can be quite useful. Lastly, although it's possible to access the conversation history from the menu button on the top right corner, having a side menu that slides in from the left could potentially offer a more intuitive navigation experience.",positif
"No more slogging through fake and scammy apps; It’s about time Open AI released an official app for chatGPT, and the wait was worth it. 

The interface is extremely clean and easy to use. It can sync across multiple devices which is nice when you’re working with it on the fly, but want to capture the outputs on your computer. It has an export function which sends all the data to a link in your account email address, but couldn’t find a quick way to delete all local data (just a delete account option)

It doesn’t seem to currently interface with any plugins, but that may come later. 

Overall, extremely nice job and refreshing that it is (currently) ad-free (though you are technically paying with your data and training efforts). I have a feeling that will change considering the founder of OpenAI announced in the hearings he is not making any money. So enjoy the simplified, as-free app while you can.",positif
"I have been roleplaying with the AI to work on some story ideas. The conversation was great and I wanted to keep a copy of it outside the app. As of right now, you can highlight and copy individual responses, but NOT the entire conversation. You can have it exported to you via email, but if you sign up via your apple account like I did…that option is not available. 

So sign up with email, and hopefully Openai will give the simple ability to select long portions of conversations instead of response by response in future updates.",positif
"I am absolutely amazed by the ChatGPT app and its incredible capabilities. As an AI chatbot enthusiast, I’ve tried various apps, but none have impressed me as much as ChatGPT. It has completely changed the way I interact and engage with an AI assistant.

First and foremost, the app’s user interface is clean, modern, and easy to navigate. The developers have done an excellent job of creating an intuitive design that allows users to seamlessly chat with the AI assistant. I particularly appreciate the simplicity of the interface, making it accessible for users of all technical backgrounds.

Still have some small bugs to fix.",positif
"I love chatGPT and was an early user and tester and then subscriber. Just when I thought things couldn’t get better this app comes out. The voice transcription is such a game changer and such a better way to interact with it. The haptic feedback is super cool and of course the knowledge it gives you is awesome and helpful in all aspects of life. With the voice transcription I feel it knows you even better and gives better advice. It’s like a virtual assistant, life coach, dating coach, programmer, friend, and so much more. Thank you so much for existing chatGPT!",positif
"This app has exceeded my expectations in every way. The AI-powered ChatGPT is incredibly intelligent, providing accurate and helpful responses to all my queries. The conversational experience feels natural and engaging, making it a joy to interact with. The vast knowledge base ensures that I receive up-to-date information on a wide range of topics. The app's user interface is sleek, intuitive, and easy to navigate, enhancing the overall user experience. I highly recommend this app to anyone seeking an intelligent and reliable virtual assistant. It deserves every bit of its 5-star rating!",positif
"I recently downloaded this app with high hopes, but unfortunately, I found it to be lacking in a few key areas that greatly impact its usability and overall experience.

The first issue I encountered was the user interface. It felt unpolished and difficult to navigate. The flow between different sections of the app was not intuitive, and I often found myself getting lost or not knowing where to find the features I needed. I think a redesign focusing on ease of navigation and user friendliness could greatly improve the experience.

In terms of functionality, the app could benefit from a wider array of tools. The available features are rather sparse, which limits the app's usefulness. Expanding the toolset would certainly make the app more competitive and versatile, making it more appealing to potential users.

In its current state, the app falls short of expectations. However, I believe with a more user-friendly interface and a wider array of tools, it has the potential to be a great app. I hope the developers take these constructive criticisms into consideration for future updates.",negatif
"I was writing my own Star Wars story using the help of ChatGPT. Earlier, this app was willing to generate almost anything. Now GPT won’t even generate my main character having a lightsaber duel on Mustafar all because it’s too “violent” and “revenge”. What? I don’t understand how my story promotes violence when it’s literally a Star Wars story.

How is it you guys allow this AI to have a bad guy cut off a characters hand, but won’t allow a duel on Mustafar?? Please change it back to how it was before. I understand the AI not being able to generate NSFW content. That is understandable. But I hate them not being able to generate fight scenes the way I want them to go.",netral
"While the interface is nice and has nice options as well as being able to text to speak, i really feel that there should be a “Text to Speech” option for Chat GPT to respond with for people who just want to talk to the bot and have it talk back (maybe visually impaired or easier to use during a task??). Anyway everything else is nice and all that, Chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that. Overall cool and would love to see this evolve!",positif
"I’ve been using the open AI website for many months now, and have introduced GPT to many if my friends and really spread it to a lot of people. I feel that this app is a bit step. It makes this amazing technology more accessible to so many people, and will surely spread its influence. I have noticed that the application feels more responsive than the website, and the response times are quicker. It is also more satisfying to use, and feels less like a robot, and slightly more like you’re texting a very intelligent human. I love it.",positif
"This app is truly the future. People may not realize it yet but this is the next biggest technological advancement since the smart phone. ChatGPTs implications are truly endless and this pocket assistant will be used by everyone. The only thing I hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases, this app can greatly improve Americans relationship with healthcare by providing at home diagnostics.",positif
"This app is good. I use this app to get help on my schoolwork, and the fact that I don’t have to pay for most features is amazing. I tried two other apps that had way more reviews than this, and I could only send three messages before it told me to pay. If you are looking for an app that is free and not having to worry about paying, look no further. If you are wanting to get an app that you can pay for though, I suggest something different. but still, this app is really good.",positif
"I had always need it a paper something for me to guide and could go deeper if I wanted to this helped me so much to work on a made up story I was always dreaming of doing but never had a guide yet this app gave me so many details I was entirely impressed how this app goes so much further in , as of now I don’t have no complains is running perfectly fine and I’m actually surprised this app is free overall a good app to get your hands into if u need a guide through",positif
"Works amazing already! Hopefully there’s a few redesigns to make the app appear friendlier for example: maybe have a tab on the top left to see chats instead of the swipe, more customization options like other modes besides like and dark mode, etc. I also noticed my phone got a little hotter than usual using the app just an fyi. But overall, the app does exactly what you’d use ChatGPT for in the same manner as the website. Only negatives for me are the UI but the app is amazing. Recommend everyone give this a try!",positif
"So, anytime you ask a question it says it “cutoff knowledge” is only up to September 2021. 

“As an AI language model, my responses are generated based on a snapshot of data available at a specific point in time, referred to as the ""knowledge cutoff."" This means that the information and events I'm aware of are up to September 2021. I don't have direct access to real-time information or the ability to browse the internet. However, I can still provide general information and engage in conversations on a wide range of topics based on what I learned during my training. For the most recent and accurate information, it's always a good idea to consult up-to-date sources or news outlets.",negatif
"I love how this helps control my ADHD by answering every little question my brain can come up with. It's like having the world's greatest professors there at your beck and whim. The iOS app makes it all more convenient and works phenomenally. While unfortunately some political-based censorship exists on this service, it is a fun game to get around it and it becomes an entertaining game in its own right to find knowledge for knowledge's sake. ""I'm sorry, my responses are limited. You must ask the right question."" - Dr. Lanning",positif
"First of all, I would like to congratulate and thank you for the app. I also wanted to bring to your attention an issue regarding the use of the Persian language in the app. When an answer is displayed in a list format, each item appears only on a single line. It doesn't automatically wrap to the next line when the characters exceed the width of the screen. Please consider addressing this issue, as it does not occur when using the English language.",positif
"Love the AI, like the app. I like the gesture from the left to open history and gesture from right to open a new chat. Love the ability to search chats (can’t believe it came to mobile before desktop, desktop really needs this!). And like the speech to text, more accurate than iOS text to speech! However, there’s still more to be desired with the lack of plug-in and web browsing support for Plus subscribers. And feel like we need a Home Screen or something that has all your chats instead of having chat history in a drawer.",positif
"On the bright side, this is what we all have been waiting for. A dedicated iOS app for ChatGPT. Amazing Haptics, Faster response and a visually stunning design. Appears to have better server connectivity and load responses much faster.
Places to work: The history tab and option to switch between chats is underwhelming. As a Plus member it’s also sad that that I cannot select the plug-ins I wish to use. I have to load an older chat with the plug-ins already enabled. Which is 6 extra clicks before starting to chat.",positif
"I’ve been trying out the iOS client and found it to be very useful, with a significantly better user experience compared to accessing it via the mobile web. You’ve really done a great job and I want to express my thanks! I would like to bring up three minor issues: Firstly, the plugin feature is not very user-friendly. Secondly, the interaction of switching chat histories could be more intuitive. Lastly, my phone tends to heat up while using the app",positif
I literally was just thinking that it would be so convenient if there was an app. Needed to check my grammar for a work email and simultaneously saw the headline about the app launch. It was a quick install with no issues. Even created a new account. Seems polished enough! We'll see if there are issues going forward. Curious about server capacity and if we'll be out of luck at random times. But it's great for now. All your info are belong to OpenAI so proceed with caution.,positif
"I have had an excellent experience using ChatGPT! It consistently delivers insightful and relevant responses, making our conversations engaging and informative. The AI's ability to understand and generate coherent sentences is truly impressive. It has helped me find answers to various questions, explore different topics, and even engage in casual discussions. The flexibility and breadth of knowledge exhibited by ChatGPT are commendable. Overall, I highly appreciate the capabilities and utility of this AI chatbot, and I'm grateful for the assistance it provides.",positif
"As soon as I learned they made an app for this, I had to grab it right away. Chatgpt has been very helpful for me bringing ideas together, writing emails, making product descriptions, and more. I’m on my phone all the time, so it’s amazing it’s in app form now! 

The typing vibration kind of threw me off at first but I kind of like it! I feel like the response was fast. And the experience seems to be just as good as the website for me, as someone who uses it in its basic form.",positif
"I like the capabilities of the software, and use it all the time. As far as the application itself, I like the user interface. Very simplistic and straight forward. Using the application on an iPad has a window size that is not well fit with the window screens. Specifically for me and iPad 12 pro. 

So I mean; I used this software very often, I mean so often that I used it to generate some parts of this review 💅",positif
"ChatGPT’s iOS app is an absolute delight. With its sleek interface, impressive language abilities, and flawless performance, it deserves nothing less than a 5-star rating. The app’s design is intuitive, making interactions seamless and enjoyable. ChatGPT’s vast knowledge base ensures accurate and personalized responses, while its reliability guarantees prompt assistance. Privacy and security are prioritized, further enhancing the overall experience. If you’re looking for a top-notch AI companion, look no further than the ChatGPT iOS app.",positif
"Can you have the settings tab in the left hand side just like the browser?

I’m literally giving 5/5 stars because I spoke in multiple languages through voice to text and it understands the differences in each language and answered me correctly. I couldn’t do this on the computer. 

Could we add the functionality of camera in the future? Like what it can identify using the camera pointing in front of us and using voice a the same time?",positif
"I recently had the opportunity to use the ChatGPT app, and I must say, it truly impressed me with its exceptional speed. From the moment I launched the app, I was amazed by how quickly it responded to my queries, providing near-instantaneous answers. One of the standout features of the ChatGPT app is its responsiveness. OpenAi have clearly prioritized optimizing its performance, allowing for a seamless and uninterrupted conversation with the AI. Whether I was typing in a question or waiting for a response, I found myself appreciating the app's swift execution.",positif
"It does the basic things the website can do but it needs more features to differentiate it from just opening it in the browser. Particularly:
**Siri / voice response integration: in an app form, you should allow for one button back and forth voice interaction, including allowing the app to use the iOS speech to text to speak its response back to you
**Plug-ins and Browsing mode selector: As a paid subscriber, let me choose which plugins to utilize for a plug-in session, or to enable its Browsing functionality. 
**Shortcuts integration: let me interact with the app with custom shortcuts.",netral
"Simple and not complicated at all user interface. Easy to navigate around and overall a good user experience. However, there is no option to generate a different response to the same prompt and to edit a prompt I wrote like how you would in the web version. In my opinion, I would still use the web version due to those features. The mobile version would be better for quicker access and response.",positif
"Open Ai’s ChatGPT has taken the world by storm! It’s the perfect example of  ‘Disruptive Innovation,’ creating tremendous opportunities and job security risks. As this technology continues to be invest into by MSFT and constantly improved by OpenAi, we’re going to see a significant shift in the labor force statistics 10-20 years down the line.

There are too many knock off apps that have taken this technology for profit, but I am happy that OpenAI has officially released their own app for free.

No more knock-offs and exploitations! Here is the real deal!",positif
"The ChatGPT app offers great functionality, but it lacks a word lookup feature. Unlike the iPhone's built-in ""look up"" option, when you long press on a word in the app, you can only copy, rate, or regenerate. This means users have to rely on asking ChatGPT for word meanings instead of easily looking them up. Adding a word lookup feature would greatly enhance the app's usability and save users time. Overall, ChatGPT is valuable, but this addition would make it even better.",positif
"I know they just released this app, but the app is so basic right now and I would go back to use the mobile website instead ngl. Check out “OpenCat” app, it’s a gpt app I found on Twitter and it has all the features GPT has to offer, it can also read out the generated response.  I personally recommend it and had been using it for awhile till my trial ended. But it gives you the idea of how a ChatGPT app should be like. If the developer team saw this message, I hope you guys go take a look of that app and I look forward to seeing new update of this app soon!",netral
"This is for the DEV team. You have a processing problem or a memory leak. The app is cooking my phone and driving the temp through the roof. Tried several different apps for varying times, it is this app for sure. The phone gets uncomfortably warm and battery starts to drain very quickly . If this is not some sort of bug, you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or (AWS). For further detail, this is an iPhone 12 medium tier. Happy to change to a 5 star when fixed. Not that any of it matters this is going to be a top downloaded app in the next week or so if not already. Chat GPT is fantastic.",negatif
"I am writing to suggest the inclusion of trial versions for apps on your platform. Having the option to try an app before purchasing would greatly benefit both users and developers. A trial version would allow us to explore an app's features and functionality, enabling confident purchasing decisions. It would also provide valuable feedback for developers to improve their apps based on real user experiences. Please consider implementing this feature to enhance the overall user experience on the AppStore.
Thank you for your attention.",netral
"Well, it is the official and real ChatGPT.  It is an iPhone only app, but can be used on an iPad, has the little button that magnify the size of the app box to better fit the iPad screen.  Here is my complaint.  You have software that is literally capable of writing the software for your app, yes with input and manipulation of a human programmer.  Still, how do you not have a more polished app that runs natively on both iPad and iPhone, with all the power of ChatGPT at your disposal.  Please try again, and have your developer ask ChatGPT for help.  Also, could use some work on the layout, some parts run together or overlap that shouldn’t.  Overall this was obviously a very rushed-out-the-door app, sad.",negatif
"The OpenAI ChatGPT iOS app has been a game changer for me. The user interface is clean and intuitive, which makes it incredibly easy to navigate. The AI is surprisingly adept, providing responses that are thoughtful, coherent, and often indistinguishable from a human correspondent. It's remarkably useful for brainstorming, answering queries, or simply having meaningful conversations. If you're looking for an AI companion that pushes the boundaries of what's possible, then this app is for you. A well-deserved five stars!",positif
"this is the most impressive AI utility I’ve ever used, this is exactly what I imagined AI chat would be like and have always been let down im glad I gave this a shot keep doing whatever you guys do it is amazing, can’t wait to see the growth and possibilities I see all phones and smart systems such as Siri and Alexa being able to utilize this feature when it is further developed and more accepted and utilized by more and more people!",positif
"Hi so there are so many reasons why I love this app for starters anytime I feel I need to talk to someone the AI is there and it's helped answer many of my questions and my concerns, so if you are the type who just needs help but your social life is not the best and don't have many friends or just need someone at the moment to talk to I highly suggest this app. Though it is not flawless and it is a little out of date it is still a great app",positif
"This is an amazing app! My everyday life has been so much more efficient thanks to ChatGPT. As a high schooler, I use it to help me study for exams and assist with my coding projects as well. The app gives it a much more modern feel, with a brand new search feature that lets you browse through your past conversations. Plus, everything is saved to your account so you can access conversations on all devices. Thank you so much, OpenAI!",positif
"Some of you are complaining about your results, but fail to show what questions you are asking. I suspect it’s because you really don’t have much going on in life, and that your questions are about as pedantic.

I just tried this app for the first time tonight. I asked it legal questions (for of them) — questions I knew the answers to, just to test it out.

Absolutely flawless; like no other…",positif
"I have been with iPhone since the original… yes OG. I understand people that give this app less than 5-star. They simply are idiotic. Honest to god, this program is 10 years ahead of it’s time. This is absolute groundbreaking on so many levels. Has helped me educationally, technologically, artistically, creatively. Just what I always wanted and wished google was. Truly inspirational.",positif
"This is the real deal from the company that’s making all the news. Comparing it to Bing Chat, which uses the same ai, the results are better. For example, asking it to write the chords and melody for God Bless America, this app produced an easy to follow song chart with chords, lyrics, and melody whereas the web version provides a detailed explanation how to play it, it’s not in a format that can be easy followed and sung/played.",positif
"1.	 Chat GPT is a highly advanced artificial intelligence model trained and developed by OpenAI. It can understand and respond to all kinds of queries, provide information, and in many scenarios, its performance is almost the same as a real human being.

2.	 In addition to providing factual information, chat GPT can also participate in creative and analytical discussions. For example, it can generate stories, help solve problems, or provide opinions.

3.	 Because the training data of chat GPT comes from a large number of Internet texts, it has a wide range of knowledge, including a variety of topics, from science to art, from history to modern pop culture.

4.	 Another advantage of chat GPT is that it can provide 24-hour service, and it can respond in time no matter what time the user has problems.",positif
"No support for plug-ins in and browsing makes this app a non starter. Hopefully they'll add support. This is why it has a one star rating from me. The UI is strange and doesn't fit with iOS apps. You'd expect to swipe back to access chat history, but you can't. Also, you'd expect the menu to be in the left hand corner, but it's in the right. It's just odd UX design. There's also no dark mode. Finally, when I heard voice support I expected that it would talk back. If all its going to do is transcribe my text... well, that's a native feature of iOS. That's not really a new feature. Please add text to voice for the generated responses.",negatif
